name,label,Description,DescriptionFR,GroupName1,WebsiteURL1,GroupName2,WebsiteURL2,GroupName3,WebsiteURL3,GroupName4,WebsiteURL4,TCTmapsURL,Scale,ProvinceTXT,ProvinceTXTFR,Length,category,categorie,TrailType,TypeSentier,Activities,ActivitesFR,pointX,pointY
Town of Bracebridge,Town of Bracebridge,"The trail follows through a variety of woods, fields, country lanes with some hilly sections. It passes by many of the areas natural attractions such as High Falls and Wilson Falls. There are access points in several areas including Kerr Park on Beaumont Drive west of Wellington Street. Another option is from Highway 11 from Taylor Road West to Cedar Lane. You can also reach the trail from Macauley School or at High Falls. This is a multi-use trail. Parking at Strawberry Bay road, Kerr Park. Courtesy of Ontario Trails.","Le sentier parcourt une panoplie de secteurs boisés, de champs et de ruelles champêtres ainsi que quelques zones vallonnées. Il longe plusieurs attractions naturelles de la région, comme les chutes High et Wilsons. Des points d’accès se situent à différents emplacements, notamment au parc Kerr, sur Beaumont Drive, à l’ouest de la rue Wellington. Une autre possibilité consiste à entrer par la route 11, depuis le chemin Taylor Ouest en direction de Cedar Lane. Vous pouvez également rejoindre le sentier à partir de l’école Macauley ou aux chutes High. Il s’agit d’un sentier à usages multiples. Le stationnement se trouve sur le chemin Strawberry Bay, au parc Kerr. Publié avec l’autorisation du Conseil des sentiers de l’Ontario.",Town of Bracebridge,http://www.bracebridge.ca/,Ontario Trails,http://www.ontariotrails.on.ca/trails/view/bracebridge---trans-canada-trail,,,,,,,Ontario,Ontario,26.910000000000000,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier naturel, Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling, Cross-country skiing","Marche / randonnée pédestre, Vélo de route, Ski de fond",-79.324542,45.153377010000000
Hope Trails,Hope Trails,"As you trail the Trails of Hope, you will be walking in the footsteps of history. For centuries, First Nations and Europeans have used Hope as their gateway from Coast to Interior. Hope trails allows hiking, biking and in the winter, snowshoeing. To the west, Hope Trails connects to Chilliwack Lake via Silverhope Creek. To the east, Hope Trails travels up the Coquihalla Valley, following the historic Kettle Valley Railway. Hope lookout offers hikers and runners a steep trail through lush forest, ending with a spectacular viewpoint perched on a rocky slope. You will be rewarded with amazing views of the rivers, mountains and lakes surrounding Hope. Courtesy of Trails of Hope.","En empruntant les sentiers Hope, vous plongerez dans une autre époque. Pendant plusieurs siècles, l’itinéraire Hope a servi de passage entre la côte et l’arrière-pays aux Premières nations et aux Européens. Les sentiers Hope se prêtent à la randonnée, au vélo et, en hiver, à la raquette. À l’ouest, les sentiers rejoignent le lac Chilliwack par le ruisseau Silverhope. À l’est, le parcours monte la vallée de Coquihalla, longeant l’ancien chemin de fer de Kettle Valley. Le sentier Hope propose aux randonneurs et aux coureurs un itinéraire escarpé qui traverse une forêt luxuriante et se termine à un belvédère spectaculaire perché sur une pente rocheuse. En guise de récompense, ils auront le droit à une vue splendide sur les rivières, les montagnes et les lacs qui entourent le sentier Hope. Publié avec l’autorisation de Trails of Hope.",Town of Hope,https://hopebc.ca/trails-of-hope/,,,,,,,,,British Columbia,Colombie-Britannique,18.039999999999999,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Paved Road","Sentier naturel, Sentier en poussière de pierre, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-121.442863,49.377056039999999
Canso Causeway Connector,Canso Causeway Connector,,,,,,,,,,,,,Nova Scotia,Nouvelle-Écosse,1.330000000000000,Road,Route,Paved Road,Route pavée,Road cycling,Vélo de route,-61.41115512,45.647750969999997
Wimborne to Innisfail Connector,Wimborne to Innisfail Connector,,,,,,,,,,,,,Alberta,Alberta,78.280000000000001,"Greenway, Road","Corridor vert, Route","Gravel Road, Paved Road","Route en gravier, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-113.5954199,51.881855039999998
Celtic Shores Coastal Trail,Celtic Shores Coastal Trail,"This trail runs from Port Hastings to the Town of Inverness on the west coast of Cape Breton Island. Ideal for off-road cycling and long distance trekking, it’s an easy, flat rail trail that offers the beauty of the Atlantic coast and access to the vibrant Celtic culture of local communities. The magnificent landscape features picturesque wilderness, tranquil streams, active fishing harbours and warm-water beaches. Communities have a variety of restaurants and accommodation and live Celtic music.","Ce sentier longe la côte ouest de l’Île du Cap-Breton de Port Hastings à la ville d’Inverness. Idéal pour les randonnées de vélo hors route et pour les randonnées pédestres sur de longues distances, il s’agit d’un sentier accessible et plat qui a pour décor toute la beauté de la côte de l’Atlantique et qui permet de découvrir la culture celtique bien vivante des collectivités locales. Les splendides paysages sont formés de nature sauvage, de paisibles ruisseaux, de ports de pêche bourdonnants d’activité et de plages au bord d’eau chaude. Les localités le long du sentier offrent une variété de choix en matière de restaurants, d’hébergement et de scènes où entendre de la musique celtique.",Celtic Shores Coastal Trail,http://www.celticshores.ca/,Trails Nova Scotia,https://trails.gov.ns.ca/tct/tct_index.html,,,,,,500000,Nova Scotia,Nouvelle-Écosse,90.700000000000003,Mixed-Use Trail,Sentier à usage mixte,Gravel Trail,Sentier en poussière de pierre,"Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Snowmobiling, Mountain biking, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Motoneige, Vélo de montagne, Raquette",-61.41115512,45.647750969999997
Iron Horse Trail,Iron Horse Trail,,,City of Kitchener,https://www.kitchener.ca/en/things-to-do/trails.aspx#,City of Waterloo,https://www.waterloo.ca/en/living/trails.aspx,,,,,,,Ontario,Ontario,5.550000000000000,Greenway,Corridor vert,Paved Trail,Sentier pavé,"Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-80.52546135,43.464386269999999
City of Cranbrook,City of Cranbrook,,,City of Cranbrook,http://cranbrook.ca/our-city/city-departments/leisure-services/parks-trails/,,,,,,,,,British Columbia,Colombie-Britannique,11.050000000000001,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Rollerblading","Marche / randonnée pédestre, Vélo de route, Patin à roues alignées",-115.756084,49.547863430000000
Jackson Creek Kiwanis Trail,Jackson Creek Kiwanis Trail,"The Jackson Creek Kiwanis Trail is a four kilometer walking/cycling trail that extends from Jackson Park in the City of Peterborough west to Ackison Road in Smith Ward and is part of The Great Trail. Along the route, you will pass through upland forested areas, large open agricultural areas, lowlands, wooded valley slopes, and a large wetland before reaching the Ackison Road. The main feature along the entire length of the trail, disappearing occasionally into the forest, is Jackson Creek. Courtesy of Ontario Conservation Areas.","La zone de conservation Jackson Creek Kiwanis Trail comprend un sentier pédestre et cyclable de quatre kilomètres qui fait partie du Grand Sentier et s’étend du parc Jackson, dans la ville de Peterborough, vers l’ouest, sur le chemin Ackison, à Smith Ward. En cours de route, vous franchirez des zones forestières des hautes terres, de vastes secteurs agricoles, des basses terres, des vallées aux pentes boisées et un grand marécage avant de rejoindre le chemin Ackison. Le sentier se démarque par la présence du ruisseau Jackson, qui longe le sentier sur toute sa longueur et ne disparaît qu’à l’occasion dans la forêt. Publié avec l’autorisation d’Ontario Conservation Areas.",City of Peterborough,http://www.peterborough.ca/Living/Recreation/Free_in_Peterborough/Parks___Trails.htm,City of Peterborough Map,https://www.peterborough.ca/en/city-services/resources/Documents/Bikeways_and_Trails_Map.pdf,Ontario Conservation Areas,http://ontarioconservationareas.ca/component/mtree/conservation-authorities-of-ontario/otonabee/jackson-creek-kiwanis-trail,,,,,Ontario,Ontario,4.610000000000000,Greenway,Corridor vert,Gravel Trail,Sentier en poussière de pierre,"Walking / hiking, Road cycling, Cross-country skiing, Mountain biking","Marche / randonnée pédestre, Vélo de route, Ski de fond, Vélo de montagne",-78.33845528,44.311237689999999
Albion Trail,Albion Trail,"This trail runs south along an area which is rich in coal mining history, where the deepest seams of coal in the world were found.  The trail is as close to natural as is possible, and deer, fox, etc. are often walking the trail with you, enjoying the beauty of the East River of Pictou. Artifacts and remnants of the coal producing area have been preserved and/or dug up and displayed along with interpretive signage to explain that era. Many benches dedicated to mining families exist along the way for all to sit and enjoy the river, and all its inhabitants. Rust coloured water from closed over mines seep from below to remind us of our history where so many men worked and died. The coal was the reason for this area's development and the first steel in British North America was also a result of this era. Courtesy of the Government of Nova Scotia.","Ce sentier se dirige vers le sud, côtoyant un secteur marqué par son passé de l’exploitation charbonnière, où ont été découverts les filons de charbon les plus profonds au monde.  Le sentier étant conservé dans l’état le plus naturel possible, des chevreuils, des renards et d’autres compagnons à quatre pattes pourraient vous emboîter le pas pour profiter de la beauté de la rivière East River of Pictou. Des objets et des vestiges du secteur d’exploitation charbonnière préservés ou déterrés sont présentés le long du sentier, avec des panneaux d’interprétation sur cette période. Des bancs dédiés aux familles minières parsèment le chemin, invitant les visiteurs à s’asseoir pour observer la rivière et sa faune. L’eau aux tons de rouille s’écoule des mines fermées, nous rappelant cette époque où de si nombreux hommes y ont travaillé et retrouvé la mort. C’est grâce au charbon que ce secteur s’est autant développé, et les premières mines d’acier de l’Amérique du Nord britannique datent également de cette époque. Publié avec l’autorisation du gouvernement de la Nouvelle-Écosse.",Trails Nova Scotia,https://trails.gov.ns.ca/tct/tct_index.html,Highland Connect,https://highlandconnect.cioc.ca/record/STE0002,,,,,,,Nova Scotia,Nouvelle-Écosse,2.160000000000000,Greenway,Corridor vert,Gravel Trail,Sentier en poussière de pierre,"Walking / hiking, Road cycling, Cross-country skiing","Marche / randonnée pédestre, Vélo de route, Ski de fond",-62.65522679,45.580230630000003
City of Greater Sudbury - Junction Creek Waterway Park,City of Greater Sudbury - Junction Creek Waterway Park,"This trail spans just over five kilometres as it winds its way around larger trees and includes an engineered switch back up a very steep slope for accessibility to people with strollers and those walking their bicycles. The area is wooded and dominated by white birch, willow and poplar and is in very close proximity to urban neighbourhoods. Courtesy of Rainbow Routes Association","Sur un peu plus de 5 km, ce sentier contourne les plus grands arbres et comporte un sentier en lacet sur une pente très escarpée pour veiller à l’accessibilité des personnes qui marchent avec une poussette ou un vélo. Ce secteur boisé est dominé par le bouleau blanc, le saule et le peuplier et se trouve à proximité de quartiers urbains. Publié avec l’autorisation de la Rainbow Routes Association.",Rainbow Routes,http://www.rainbowroutes.com/,,,,,,,,,Ontario,Ontario,5.710000000000000,"Greenway, Road","Corridor vert, Route","Gravel Trail, Paved Trail, Paved Road","Sentier en poussière de pierre, Sentier pavé, Route pavée","Walking / hiking, Road cycling, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Raquette",-80.98583057,46.480673320000001
Animiki Trail - Path of the Paddle,Animiki Trail - Path of the Paddle,"The Lake Superior portion of the Animikii Trail is the eastern extent of the Path of the Paddle route. The Path of the Paddle is a 900+ kilometre trail between Thunder Bay and the Kenora area that is comprised of many established and historic canoe routes and associated portages and trails. The route travels through exceptionally scenic areas with spectacular shorelines, mesas and valleys. The protected nature of the River caters to paddlers of all skill levels. This segment of Path of the Paddle is for canoeists and kayakers. Courtesy of Kirsten Spence, Northern Ontario Trail Coordinator.","Le tronçon du lac Supérieur du sentier Animikii représente l’extrémité est du parcours Path of the Paddle. Sur une distance de plus de 900 km, entre Thunder Bay et Kenora, le sentier Path of the Paddle comprend de nombreux itinéraires de canot historiques bien établis, assortis de sentiers de portage. La voie parcourt des secteurs d’un charme exceptionnel, dotés de zones côtières, de mesas et de vallées spectaculaires. La nature protégée autour de la rivière se trouve à la portée des pagayeurs de tous les niveaux d’expertise. Ce segment de sentier Path of the Paddle est réservé aux canoéistes et aux kayakistes. Publié avec l’autorisation de Kirsten Spence, coordonnatrice des sentiers du nord de l’Ontario.",Path of the Paddle Association,http://www.pathofthepaddleassociation.com/,,,,,,,,,Ontario,Ontario,86.819999999999993,"Greenway, Water Route","Corridor vert, Voie navigable","Natural Trail, Water Trail","Sentier naturel, Voie navigable","Walking / hiking, Paddling, Snowshoeing","Marche / randonnée pédestre, Canotage, Raquette",-89.35303724,48.347739890000000
